2,3,0,3.197,1.0517,9.591,3.1551,627.2,39.178,1881.6,117.53,2,5.5,4.9497,4.1427,3.3935,14.386,1.8408,637.34,3.6837,3496.3,3134.4,620.36
6,8,6.0332,1.4024,0.89359,8.0166,3.8932,608.85,71.835,4746.6,3300.8,0,0,0,0,0,0,0,0,0,0,0,510.56
0,0,0,0,0,0,0,0,0,0,0,4,6.5,7.1414,0.68179,0.85974,7.3351,8.4754,563.73,82.133,3788.8,4495.2,565.35
2,10,2.8284,1.1459,0.67284,12.411,9.9695,458.56,12.766,4567.6,1169.4,13,9.2308,11.49,1.1371,1.8213,10.335,11.605,534.81,106.93,4779.3,6423.6,445.69
1,34,0,1.3097,0,44.528,0,568.1,0,19315,0,14,38.5,78.943,0.80335,0.83271,22.757,36.217,451.35,70.543,19423,40769,471.52
1,22,0,1.458,0,32.077,0,568.13,0,12499,0,8,58.875,96.973,0.41277,0.53098,30.314,44.03,543.56,33.782,30536,49679,551.78
1,3,0,3.9407,0,11.822,0,602.36,0,1807.1,0,1,10,0,1.2304,0,12.304,0,621.42,0,6214.2,0,603.16
2,18.5,14.849,1.0561,0.64899,14.719,3.6758,542.14,10.857,10110,8251.2,0,0,0,0,0,0,0,0,0,0,0,517.07
2,5,2.8284,2.5362,1.9862,9.8723,2.7574,580.51,1.4571,2904.6,1649.2,28,7.9286,10.037,2.0413,2.0558,11.414,8.0347,528.49,159.36,4093.3,4731.7,534.92
9,9.3333,9.734,1.8834,1.2438,12.545,8.1978,554.42,46.988,5030.9,5069.7,3,6.3333,6.8069,1.752,2.029,11.278,9.82,544.07,2.4932,3450,3717.8,482.39
0,0,0,0,0,0,0,0,0,0,0,4,6.25,6.1847,0.77202,0.89147,8.8721,10.404,613.83,4.1486,3849,3808.9,568.85
13,21.692,31.918,1.3266,1.037,15.851,17.661,494.35,35.511,10334,14881,0,0,0,0,0,0,0,0,0,0,0,472.06
7,22.857,18.27,0.88111,0.50037,14.8,8.781,609.91,53.919,13894,11511,131,38.13,84.825,1.2356,1.7335,28.631,52.737,483.9,140.39,18205,42746,554.01
46,24.761,51.731,1.4895,1.0707,12.446,10.622,538.18,109.12,11589,22114,11,19.273,34.068,0.92669,1.2793,15.959,21.877,572.11,100.7,10916,18654,455.91
2,4,1.4142,2.0014,0.63916,7.5536,0.27375,440.88,4.6338,1760.2,604.96,29,17.034,30.645,1.3816,1.4968,19.341,24.223,399.57,50.785,6644.4,11817,460.27
1,4,0,2.3859,0,9.5434,0,533.32,0,2133.3,0,556,63.658,304.52,1.1942,1.6108,28.554,59.799,504.53,150.36,29265,1.2855e+05,525.22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493.27
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,453.86,94.759,453.86,94.759,442.96
1,4,0,1.4538,0,5.8153,0,543.57,0,2174.3,0,1687,13.451,76.198,1.8636,2.1585,10.218,14.034,524.89,103.77,7009.3,40475,548.19
0,0,0,0,0,0,0,0,0,0,0,1553,19.995,128.2,1.7353,2.0813,11.61,22.29,534.06,103.84,10347,64566,513.3
4,4,1.4142,2.5691,0.94601,9.6346,2.3429,494.5,164.24,1827.2,231.6,914,27.189,224.28,1.771,2.1367,15.017,34.88,494.04,114.84,11664,76352,474.23
2,4,1.4142,2.573,1.9342,8.9243,4.098,600.04,0.99418,2399.5,844.61,2,12,4.2426,1.169,0.45169,13.07,0.4606,697.38,99.918,8580.6,4157.8,581.67
4,4.5,2.3805,2.8626,1.3834,10.933,3.8056,561.05,66.821,2423,950.12,0,0,0,0,0,0,0,0,0,0,0,553.07
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538.92
0,0,0,0,0,0,0,0,0,0,0,1209,24.374,253.96,1.8228,2.2317,12.086,49.396,522.37,116.12,12539,1.194e+05,530.62
0,0,0,0,0,0,0,0,0,0,0,809,7.377,43.83,1.7701,2.3511,6.9443,14.029,524.29,111.48,3893.6,25634,459.52
6,12.333,11.894,1.7565,1.458,10.293,3.8547,564.62,27.902,6973.4,6784.8,97,11.33,20.26,1.6182,2.1771,11.397,13.333,538.93,86.637,6181.7,11518,551.84
4,7.25,3.304,1.0559,0.36316,7.0698,2.7883,516.71,12.464,3723.1,1647.5,70,43.5,265.56,1.3395,1.8502,18.066,60.363,507.8,68.464,22075,1.3385e+05,465.59
0,0,0,0,0,0,0,0,0,0,0,1149,25.173,187.52,1.6806,2.0922,13.869,41.029,497.14,107.7,13233,1.1275e+05,554.5
2,13.5,2.1213,0.68397,0.064074,9.3015,2.3159,596.94,84.145,7969.4,130.33,1184,37.837,261.34,1.7618,2.1504,15.704,43.325,525.69,111,19748,1.3898e+05,501.41
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522.89
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,532.02,0,532.02,0,619.14
5,5.2,3.8987,2.2845,1.1873,9.1116,3.1017,578.15,33.022,3057.8,2394.4,2,17.5,21.92,3.8168,3.8544,24.55,16.214,593.89,36.574,9992.1,12378,547.85
4,9.5,7.7675,1.1797,0.61793,8.1671,2.3344,426.22,122.32,4216.1,3585.6,0,0,0,0,0,0,0,0,0,0,0,460.42
2,3.5,0.70711,2.9547,1.3944,9.8483,2.7912,545.62,108.31,1948,764.9,23,3.6957,4.4664,2.6026,2.5692,8.7545,7.0415,430.83,94.886,1889.4,2868.9,604.85
29,11.483,20.154,1.6806,1.1082,10.226,7.3745,487.4,100.1,5242.7,8655.9,28,5.8571,6.8676,1.5876,2.0138,8.1616,7.7222,397.99,77.56,2316.3,2942.8,447.39
2,3.5,0.70711,1.8125,0.90632,6.0233,1.8905,330.42,104.77,1119.4,133.07,0,0,0,0,0,0,0,0,0,0,0,512.68
3,5.3333,3.2146,1.7776,0.5854,8.6685,3.6859,566.3,216.58,2933.8,1586.2,6,10.5,19.398,2.1387,2.0285,15.115,17.262,458.92,116.04,4361,7509.5,494.28
0,0,0,0,0,0,0,0,0,0,0,13,31.769,65.977,1.9216,2.2986,30.264,51.21,488,87.609,15566,32561,606.93
0,0,0,0,0,0,0,0,0,0,0,4,49.5,37.749,0.54807,0.56467,30.543,24.432,512.02,16.06,25072,18977,508.3
1,3,0,2.4533,0,7.36,0,470.02,0,1410.1,0,3,32.667,38.004,1.4454,1.0483,23.552,11.418,320.19,7.8085,10382,11937,588.01
0,0,0,0,0,0,0,0,0,0,0,13,10.231,9.257,0.97047,0.82741,11.825,10.019,513.69,155.93,4900.5,4195.6,595.57
2,13,9.8995,1.4526,0.65194,15.657,5.9051,485.96,30.466,6468.3,5206.8,3,111,183.64,0.67298,0.58307,109.9,182.41,540.06,42.951,61810,1.0275e+05,482.22
15,6.8667,4.486,1.4996,0.77279,7.8676,2.4572,509.17,88.137,3543.3,2482,4,13,10.985,2.0718,1.4207,16.42,7.8468,452.06,42.411,6064.8,5348.4,528.19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558.61
0,0,0,0,0,0,0,0,0,0,0,1,9,0,0.89393,0,8.0453,0,399.5,0,3595.5,0,472.13
3,9,1.7321,1.0194,0.43942,9.6701,6.1044,492.65,49.246,4424.3,862.91,1,4,0,2.5869,0,10.348,0,428.67,0,1714.7,0,454.2
2,3,0,3.9407,0,11.822,0,637.44,101.26,1912.3,303.77,4,12.75,13.623,2.0542,3.0346,12.348,9.5384,387.25,74.178,4782.2,4905.4,552.27
0,0,0,0,0,0,0,0,0,0,0,894,28.913,203.03,1.5914,2.0409,14.112,35.113,504.02,119.16,14443,1.06e+05,448.09
1,20,0,1.3612,0,27.224,0,558.96,0,11179,0,0,0,0,0,0,0,0,0,0,0,0,551.28
10,5.7,3.1287,1.7316,0.93607,8.2731,2.7358,534.39,97.282,3019.8,1637.9,1251,13.712,65.803,1.7871,2.1534,10.92,19.743,523.72,115.06,7146.9,34054,534.37
24,11.667,13.36,1.9904,1.4467,11.169,4.4095,508.37,96.601,5403.3,5277.8,1289,15.327,81.252,1.8122,2.149,11.038,18.937,529.07,117.94,8230.6,46912,523.58
0,0,0,0,0,0,0,0,0,0,0,1,43,0,0.733,0,31.519,0,603.03,0,25930,0,293.98
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.88
2,7.5,6.364,1.751,0.99331,9.9716,3.6933,611.47,3.1804,4575.9,3867.5,2,22,5.6569,1.3528,0.21058,29.166,3.0197,574.58,70.575,12441,1697.7,593.9
0,0,0,0,0,0,0,0,0,0,0,4,20.75,19.466,0.54681,0.53811,11.012,7.9253,383.99,36.773,8261.6,7732.7,527.99
1,3,0,2.4533,0,7.36,0,383.54,0,1150.6,0,1,1,0,0,0,0,0,699.62,0,699.62,0,497.72
0,0,0,0,0,0,0,0,0,0,0,7,1.5714,1.1339,1.2754,2.4868,3.2326,5.6145,490.96,46.528,750.38,493.16,520.93
0,0,0,0,0,0,0,0,0,0,0,26,15.423,26.355,2.0422,1.9347,16.91,17.59,516,151.36,9513.5,17077,599.26
2,7,5.6569,1.1613,0.8883,5.6164,0.351,394.63,68.637,2956.5,2712.8,78,9.9487,13.632,1.5765,1.9379,12.415,12.104,436.9,115.49,4223.5,6491.8,460.38
